expectation_name,system,code,ucum_code,low,high
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,14683-7,mg/dL,0.1,5.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 g/dL,http://loinc.org,14775-1,g/dL,3.0,36.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,15155-5,g/dL,3.4,36.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,16273-5,mmol/L,1.0,147.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,17861-6,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,1997-6,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,1999-2,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,2001-6,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,2002-4,mg/mL,7.0,13.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,2001-6,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,1998-4,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,2001-6,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,2001-6,g/dL,3.4,36.0
Chloride; blood between 1.0 and 97.0 mg/dL,http://loinc.org,2075-0,mg/dL,1.0,97.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,2161-8,mg/L,10.0,30.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://loinc.org,2160-0,mg/dL,0.1,5.0
"Creatine kinase (CK), (CPK); total between 1.58 and 1000.0 ng/dL",http://loinc.org,2157-6,ng/dL,1.58,1000.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 mmol/L",http://loinc.org,2157-6,mmol/L,1.0,242.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 g/dL",http://loinc.org,2157-6,g/dL,1.0,242.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,25583-6,g/dL,3.4,36.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,27373-0,pg/mL,1.2,448.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 mmol/L",http://loinc.org,2823-3,mmol/L,3.0,8.0
Prolactin between 1.0 and 1000.0 ng/mL,http://loinc.org,2842-3,ng/mL,1.0,1000.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,32305-5,mmol/L,1.0,147.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,38250-7,pg/mL,1.2,448.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://snomed.info/sct,70901006,mg/dL,0.1,5.0
Calcium; total between 7.0 and 13.0 mg/mL,http://snomed.info/sct,71878006,mg/mL,7.0,13.0
Triglycerides between 0.0 and 100.0 %,http://loinc.org,12228-3,%,0.0,100.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,12588-0,mg/dL,0.1,5.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,14419-6,mg/mL,7.0,13.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,14416-2,pg/mL,1.2,448.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,14417-0,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,14418-8,g/dL,3.4,36.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 10*-3.eq/L,http://loinc.org,14627-4,10*-3.eq/L,2.0,42.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,16273-5,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,16273-5,mg/dL,7.0,13.0
"Lipoprotein, direct measurement; LDL cholesterol between 0.0 and 100.0 %",http://loinc.org,18262-6,%,0.0,100.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,17861-6,g/dL,3.4,36.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://loinc.org,1974-5,mg/dL,1.0,398.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,1998-4,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,2002-4,mg/dL,7.0,13.0
Bilirubin; direct between 1.0 and 483.0 ug/dL,http://loinc.org,1968-7,ug/dL,1.0,483.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,2000-8,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,2002-4,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,2002-4,g/dL,3.4,36.0
Ferritin between 0.0 and 100.0 fL,http://loinc.org,2276-4,fL,0.0,100.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,25583-6,mg/mL,7.0,13.0
Triglycerides between 40.0 and 1000.0 mg/dL,http://loinc.org,2571-8,mg/dL,40.0,1000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,25583-6,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,30527-6,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,38250-7,mmol/L,1.0,147.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,1997-6,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,12181-4,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,15155-5,mg/mL,7.0,13.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://loinc.org,14631-6,g/dL,1.0,34.0
Magnesium between 0.0 and 10.0 10*-3.eq/L,http://loinc.org,19123-9,10*-3.eq/L,0.0,10.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,2000-8,mg/mL,7.0,13.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://loinc.org,1974-5,g/dL,1.0,34.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,1996-8,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,2000-8,pg/mL,1.2,448.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,1997-6,mmol/L,1.0,147.0
Bilirubin; direct between 1.0 and 148.0 mmol/L,http://loinc.org,1968-7,mmol/L,1.0,148.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,1996-8,g/dL,3.4,36.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,1998-4,g/dL,3.4,36.0
Iron between 0.0 and 270.0 ng/mL,http://loinc.org,2498-4,ng/mL,0.0,270.0
Iron between 0.0 and 1000.0 ug/dL,http://loinc.org,2498-4,ug/dL,0.0,1000.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,2524-7,mmol/L,0.0,100.0
Magnesium between 0.0 and 10.0 mmol/L,http://loinc.org,2598-1,mmol/L,0.0,10.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,30242-2,mmol/L,0.0,100.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,30527-6,pg/mL,1.2,448.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://loinc.org,14631-6,mg/dL,1.0,398.0
Prostate specific antigen (PSA); total between 0.0 and 10.0 ng/mL,http://snomed.info/sct,63476009,ng/mL,0.0,10.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,14419-6,mg/dL,7.0,13.0
"Thromboplastin time, partial (PTT); plasma or whole blood between 0.0 and 100.0 %",http://loinc.org,14979-9,%,0.0,100.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,15078-9,mmol/L,0.0,100.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,15155-5,mg/dL,7.0,13.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,2162-6,mg/L,10.0,30.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,25583-6,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,27373-0,mg/mL,7.0,13.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mmol/L,http://loinc.org,2777-1,mmol/L,1.0,10.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,27172-6,g/dL,3.4,36.0
Prostate specific antigen (PSA); total between 1.0 and 100.0 mg/dL,http://snomed.info/sct,63476009,mg/dL,1.0,100.0
Lipase between 0.0 and 100.0 %,http://loinc.org,3040-3,%,0.0,100.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,14415-4,mg/dL,7.0,13.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,15155-5,pg/mL,1.2,448.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,1999-2,g/dL,3.4,36.0
Ferritin between 0.0 and 40.0 %,http://loinc.org,2276-4,%,0.0,40.0
Testosterone; total between 0.0 and 100.0 %,http://loinc.org,2986-8,%,0.0,100.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://loinc.org,38483-4,mg/L,10.0,30.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://snomed.info/sct,70901006,mg/L,10.0,30.0
Calcium; total between 3.4 and 36.0 g/dL,http://snomed.info/sct,71878006,g/dL,3.4,36.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,15050-8,umol/L,10.0,200.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,15050-8,mg/dL,0.1,5.0
Bilirubin; direct between 1.0 and 37000.0 mg/dL,http://loinc.org,15152-2,mg/dL,1.0,37000.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,16273-5,pg/mL,1.2,448.0
Bilirubin; direct between 1.0 and 1900.0 ng/mL,http://loinc.org,1968-7,ng/mL,1.0,1900.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://loinc.org,2160-0,umol/L,10.0,200.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,2162-6,umol/L,10.0,200.0
Thyroid stimulating hormone (TSH) between 0.0 and 100.0 %,http://loinc.org,3016-3,%,0.0,100.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,2161-8,umol/L,10.0,200.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,25386-4,mg/dL,0.1,5.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,14683-7,mg/L,10.0,30.0
Magnesium between 0.0 and 6000.0 ug/dL,http://loinc.org,19123-9,ug/dL,0.0,6000.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 mmol/L,http://loinc.org,2028-9,mmol/L,2.0,42.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,25583-6,mmol/L,1.0,147.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,27172-6,mg/mL,7.0,13.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 mmol/L,http://loinc.org,14627-4,mmol/L,2.0,42.0
Bilirubin; direct between 1.0 and 148.0 mmol/L,http://loinc.org,15152-2,mmol/L,1.0,148.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,1999-2,mmol/L,1.0,147.0
Ferritin between 0.0 and 32.0 g/dL,http://loinc.org,2276-4,g/dL,0.0,32.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,1996-8,mmol/L,1.0,147.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,2520-5,mmol/L,0.0,100.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,2000-8,g/dL,3.4,36.0
Ferritin between 0.0 and 150.0 mg/dL,http://loinc.org,2276-4,mg/dL,0.0,150.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,14417-0,g/dL,3.4,36.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,2000-8,mg/dL,7.0,13.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,2162-6,mg/dL,0.1,5.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,14415-4,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,32305-5,pg/mL,1.2,448.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,14416-2,g/dL,3.4,36.0
Prostate specific antigen (PSA); total between 0.0 and 10.0 ng/mL,http://loinc.org,2857-1,ng/mL,0.0,10.0
Amiodarone [Mass/volume] in Serum or Plasma between 0.0 and 556.0 ug/mL,http://www.ama-assn.org/go/cpt,80299,ug/mL,0.0,556.0
Aldosterone [Mass/volume] in Serum or Plasma between 0.001 and 500.0 ng/dL,http://www.ama-assn.org/go/cpt,82088,ng/dL,0.001,500.0
Amylase [Enzymatic activity/volume] in Serum or Plasma between 6.0 and 107.0 [U]/L,http://www.ama-assn.org/go/cpt,82150,[U]/L,6.0,107.0
Bilirubin.conjugated [Mass/volume] in Serum or Plasma between 0.01 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,82248,mg/dL,0.01,100.0
Calcidiol [Mass/volume] in Serum or Plasma between 8.0 and 103.0 pg/mL,http://www.ama-assn.org/go/cpt,82306,pg/mL,8.0,103.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 20.0 and 100.0 10*-3.eq/L",http://www.ama-assn.org/go/cpt,82374,10*-3.eq/L,20.0,100.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 19.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,82390,mg/dL,19.0,1000.0
Serum total cholesterol measurement between 1.0 and 15.0 mmol/L,http://www.ama-assn.org/go/cpt,82465,mmol/L,1.0,15.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 47.0 and 1000.0 [iU]/L,http://www.ama-assn.org/go/cpt,82550,[iU]/L,47.0,1000.0
Creatinine [Mass/volume] in Body fluid between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,82570,umol/L,10.0,200.0
pH of Venous blood between 7.0 and 9.0 pH,http://www.ama-assn.org/go/cpt,82800,pH,7.0,9.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 200.0 pg/mL,http://www.ama-assn.org/go/cpt,82947,pg/mL,50.0,200.0
Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO between 1.0 and 1100.0 mg/dL,http://www.ama-assn.org/go/cpt,82950,mg/dL,1.0,1100.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 90.0 [iU]/L,http://www.ama-assn.org/go/cpt,82977,[iU]/L,0.01,90.0
Iron [Mass/volume] in Serum or Plasma between 0.01 and 150.0 ug/dL,http://www.ama-assn.org/go/cpt,83540,ug/dL,0.01,150.0
Lipase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 70.0 [iU]/L,http://www.ama-assn.org/go/cpt,83690,[iU]/L,0.01,70.0
Natriuretic peptide B [Mass/volume] in Serum or Plasma between 0.0 and 5000.0 pg/mL,http://www.ama-assn.org/go/cpt,83880,pg/mL,0.0,5000.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm/L,http://www.ama-assn.org/go/cpt,83930,mosm/L,220.0,420.0
pH of Urine between 5.0 and 11.0 pH,http://www.ama-assn.org/go/cpt,83986,pH,5.0,11.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 mmol,http://www.ama-assn.org/go/cpt,84132,mmol,3.0,8.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 3.0 ng/dL,http://www.ama-assn.org/go/cpt,80162,ng/dL,0.0,3.0
Valproate [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://www.ama-assn.org/go/cpt,80164,mg/L,0.0,1000.0
Phenytoin [Mass/volume] in Serum or Plasma between 0.0 and 40.0 mg/L,http://www.ama-assn.org/go/cpt,80185,mg/L,0.0,40.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 6.0 ng/mL,http://www.ama-assn.org/go/cpt,82003,ng/mL,0.0,6.0
Albumin [Mass/volume] in Serum or Plasma between 1.0 and 18.0 mmol/L,http://www.ama-assn.org/go/cpt,82040,mmol/L,1.0,18.0
Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 ug/L,http://www.ama-assn.org/go/cpt,82105,ug/L,0.0,100.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 1.0 and 143.0 mmol/L,http://www.ama-assn.org/go/cpt,82247,mmol/L,1.0,143.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 0.0 and 4.0 mg/dL,http://www.ama-assn.org/go/cpt,82248,mg/dL,0.0,4.0
Calcidiol [Mass/volume] in Serum or Plasma between 14.0 and 50.0 ng/mL,http://www.ama-assn.org/go/cpt,82306,ng/mL,14.0,50.0
Ceruloplasmin [Mass/volume] in Serum or Plasma between 121.0 and 412.0 mg/L,http://www.ama-assn.org/go/cpt,82390,mg/L,121.0,412.0
Chloride [Moles/volume] in Serum or Plasma between 77.0 and 1000.0 10*-3.eq/dL,http://www.ama-assn.org/go/cpt,82435,10*-3.eq/dL,77.0,1000.0
Cortisol [Mass/volume] in Serum or Plasma between 8.0 and 1000.0 nmol/L,http://www.ama-assn.org/go/cpt,82533,nmol/L,8.0,1000.0
Creatinine [Mass/volume] in Serum or Plasma between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,82565,mg/dL,0.1,5.0
Creatinine [Mass/volume] in Body fluid between 10.0 and 30.0 mg/L,http://www.ama-assn.org/go/cpt,82570,mg/L,10.0,30.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/dL,http://www.ama-assn.org/go/cpt,82670,ng/dL,0.0,20.0
Glucose [Mass/volume] in Urine between 0.0 and 800.0 mosm/kg,http://www.ama-assn.org/go/cpt,82945,mosm/kg,0.0,800.0
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal between 1.0 and 200.0 mg/dL,http://www.ama-assn.org/go/cpt,82950,mg/dL,1.0,200.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 10.0 and 70.0 ug/mL,http://www.ama-assn.org/go/cpt,82977,ug/mL,10.0,70.0
Iron binding capacity [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 umol/L,http://www.ama-assn.org/go/cpt,83550,umol/L,0.0,1000.0
Osmolality of Urine between 100.0 and 1000.0 mosm/kg,http://www.ama-assn.org/go/cpt,83935,mosm/kg,100.0,1000.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://www.ama-assn.org/go/cpt,82003,mg/L,0.0,1000.0
Calcidiol [Mass/volume] in Serum or Plasma between 5.0 and 716.0 nmol/L,http://www.ama-assn.org/go/cpt,82306,nmol/L,5.0,716.0
Calcium [Moles/volume] in Serum or Plasma between 1.0 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,82310,g/dL,1.0,37.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 12.0 and 100.0 mmol/L",http://www.ama-assn.org/go/cpt,82374,mmol/L,12.0,100.0
Chloride [Moles/volume] in Serum or Plasma between 95.0 and 103.0 ng/mL,http://www.ama-assn.org/go/cpt,82435,ng/mL,95.0,103.0
Creatinine [Moles/volume] in Urine between 300.0 and 3000.0 mg/L,http://www.ama-assn.org/go/cpt,82570,mg/L,300.0,3000.0
Calcitriol [Mass/volume] in Serum or Plasma between 20.0 and 373.0 pmol/L,http://www.ama-assn.org/go/cpt,82652,pmol/L,20.0,373.0
Ferritin [Mass/volume] in Serum or Plasma between 0.0 and 400.0 [U],http://www.ama-assn.org/go/cpt,82728,[U],0.0,400.0
Glucose [Mass/volume] in Urine between 0.01 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,82945,mg/dL,0.01,500.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm/kg,http://www.ama-assn.org/go/cpt,83930,mosm/kg,220.0,420.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 mmol/L,http://www.ama-assn.org/go/cpt,84132,mmol/L,3.0,8.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 2.0 nmol/L,http://www.ama-assn.org/go/cpt,80162,nmol/L,0.0,2.0
Bilirubin.total [Mass/volume] in Serum or Plasma between 1.0 and 37.0 g/dL,http://www.ama-assn.org/go/cpt,82247,g/dL,1.0,37.0
Calcium.ionized [Mass/volume] in Blood between 870.0 and 1500.0 umol/L,http://www.ama-assn.org/go/cpt,82330,umol/L,870.0,1500.0
Chloride [Moles/volume] in Serum or Plasma between 0.0 and 180.0 mg/dL,http://www.ama-assn.org/go/cpt,82435,mg/dL,0.0,180.0
Creatinine [Mass/volume] in Body fluid between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,82570,mg/dL,0.1,5.0
Fasting glucose [Mass/volume] in Serum or Plasma between 0.0 and 10.0 mmol/L,http://www.ama-assn.org/go/cpt,82947,mmol/L,0.0,10.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm,http://www.ama-assn.org/go/cpt,83930,mosm,220.0,420.0
Calcium.ionized [Moles/volume] in Blood between 1.0 and 2.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,82330,10*-3.eq/L,1.0,2.0
Chloride [Moles/volume] in Serum or Plasma between 49.0 and 212.0 mmol/L,http://www.ama-assn.org/go/cpt,82435,mmol/L,49.0,212.0
Creatinine [Moles/volume] in Serum or Plasma between 0.1 and 5.0 mg/dL,http://www.ama-assn.org/go/cpt,82565,mg/dL,0.1,5.0
Creatinine [Moles/volume] in Urine between 17.0 and 500.0 mg/dL,http://www.ama-assn.org/go/cpt,82570,mg/dL,17.0,500.0
Fasting glucose [Mass/volume] in Serum or Plasma between 50.0 and 200.0 [U],http://www.ama-assn.org/go/cpt,82947,[U],50.0,200.0
Total cholesterol measurement between 1.0 and 10.0 g/L,http://www.ama-assn.org/go/cpt,82465,g/L,1.0,10.0
Creatinine [Mass/volume] in Serum or Plasma between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,82565,umol/L,10.0,200.0
Creatinine [Moles/volume] in Serum or Plasma between 10.0 and 200.0 umol/L,http://www.ama-assn.org/go/cpt,82565,umol/L,10.0,200.0
Creatinine [Mass/volume] in Urine between 6.0 and 268.0 mL/min/1.73.m2,http://www.ama-assn.org/go/cpt,82570,mL/min/1.73.m2,6.0,268.0
Calcium.ionized [Moles/volume] in Serum or Plasma by calculation between 3.0 and 6.0 mg/dL,http://www.ama-assn.org/go/cpt,82330,mg/dL,3.0,6.0
Creatinine [Mass/volume] in Serum or Plasma between 2.5 and 36.0 g/dL,http://www.ama-assn.org/go/cpt,82565,g/dL,2.5,36.0
Cholesterol [Mass/volume] in Serum or Plasma between 2.6 and 36.0 g/dL,http://www.ama-assn.org/go/cpt,82465,g/dL,2.6,36.0
Creatinine [Mass/volume] in Urine between 2.0 and 22.0 mmol/L,http://www.ama-assn.org/go/cpt,82570,mmol/L,2.0,22.0
Creatinine [Mass/volume] in Urine between 1.0 and 8.0 mg/g,http://www.ama-assn.org/go/cpt,82570,mg/g,1.0,8.0
Creatinine [Mass/time] in 24 hour Urine between 100.0 and 4000.0 mg/(24.h),http://www.ama-assn.org/go/cpt,82570,mg/(24.h),100.0,4000.0
Creatinine [Mass/time] in 24 hour Urine between 47.0 and 335.0 mL/min,http://www.ama-assn.org/go/cpt,82570,mL/min,47.0,335.0
Protein [Mass/volume] in Serum or Plasma between 6.0 and 15.0 g/dL,http://www.ama-assn.org/go/cpt,84155,g/dL,6.0,15.0
Sodium [Moles/volume] in Serum or Plasma between 100.0 and 150.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,84295,10*-3.eq/L,100.0,150.0
Thyroglobulin [Mass/volume] in Serum or Plasma between 0.0 and 6000.0 ng/mL,http://www.ama-assn.org/go/cpt,84432,ng/mL,0.0,6000.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 [iU]/L,http://www.ama-assn.org/go/cpt,84450,[iU]/L,5.0,2000.0
Transferrin [Mass/volume] in Serum or Plasma between 100.0 and 1000.0 mg/dL,http://www.ama-assn.org/go/cpt,84466,mg/dL,100.0,1000.0
Urate [Mass/volume] in Urine between 200.0 and 1000.0 mg/(24.h),http://www.ama-assn.org/go/cpt,84560,mg/(24.h),200.0,1000.0
C peptide [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/mL,http://www.ama-assn.org/go/cpt,84681,ng/mL,0.0,20.0
C-reactive protein measurement between 0.1 and 50.0 mg/dL,http://www.ama-assn.org/go/cpt,86141,mg/dL,0.1,50.0
Prostate Specific Ag Free [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ug/L,http://www.ama-assn.org/go/cpt,84154,ug/L,0.0,10.0
Sex hormone binding globulin [Moles/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84270,%,0.0,100.0
Sodium [Moles/volume] in Serum or Plasma between 100.0 and 150.0 mmol/L,http://www.ama-assn.org/go/cpt,84295,mmol/L,100.0,150.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/dL,http://www.ama-assn.org/go/cpt,84402,ng/dL,0.001,1000.0
Testosterone [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84403,%,0.0,100.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 ug/dL,http://www.ama-assn.org/go/cpt,84436,ug/dL,0.1,10.0
Triglyceride [Mass/volume] in Serum or Plasma between 1.0 and 10.0 mmol/L,http://www.ama-assn.org/go/cpt,84478,mmol/L,1.0,10.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 1.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,84480,mg/dL,1.0,100.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://www.ama-assn.org/go/cpt,84520,mmol/L,0.0,1000.0
Urate [Mass/volume] in Urine between 0.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,84560,mg/dL,0.0,100.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 u,http://www.ama-assn.org/go/cpt,85014,u,0.0,50.0
Prothrombin time (PT) between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,85610,%,0.0,100.0
Sodium [Moles/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84295,%,0.0,100.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84402,%,0.0,100.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 ng/dL,http://www.ama-assn.org/go/cpt,84436,ng/dL,0.1,10.0
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 mg/dL,http://www.ama-assn.org/go/cpt,84460,mg/dL,5.0,2000.0
Transferrin [Mass/volume] in Serum or Plasma between 1.0 and 10.0 g/L,http://www.ama-assn.org/go/cpt,84466,g/L,1.0,10.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 60.0 and 1000.0 ng/dL,http://www.ama-assn.org/go/cpt,84480,ng/dL,60.0,1000.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 3.0 and 10.0 pmol/L,http://www.ama-assn.org/go/cpt,84481,pmol/L,3.0,10.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://www.ama-assn.org/go/cpt,84520,%,0.0,100.0
