expectation_name,system,system_oid,code,ucum_code,low,high
Segmented neutrophils [#/volume] in Blood between 0.1 and 10.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30451-9,10*3/mm3,0.1,10.0
Triiodothyronine resin uptake (T3RU) in Serum or Plasma between 20.0 and 40.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3050-2,%,20.0,40.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3053-6,ng/mL,0.001,1000.0
Testosterone [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2986-8,%,0.0,100.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2991-8,ng/dL,0.001,1000.0
Microalbumin/Creatinine [Ratio] in Urine between 0.001 and 100.0 ug/mg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30000-4,ug/mg,0.001,100.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-3.[iU]/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3016-3,10*-3.[iU]/L,0.1,20.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3034-6,umol/L,0.0,100.0
Segmented neutrophils [#/volume] in Blood between 0.1 and 100.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30451-9,10*3/uL,0.1,100.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 100.0 and 1000.0 pg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3051-0,pg/dL,100.0,1000.0
C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method between 0.0 and 35.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30522-7,mg/dL,0.0,35.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2991-8,%,0.0,100.0
Microalbumin/Creatinine [Ratio] in Urine between 0.001 and 100.0 mg/g,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30000-4,mg/g,0.001,100.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-6.[U]/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3016-3,10*-6.[U]/mL,0.1,20.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 ng/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3026-2,ng/dL,0.1,10.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 3.0 and 10.0 pmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3051-0,pmol/L,3.0,10.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 60.0 and 1000.0 ng/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3053-6,ng/dL,60.0,1000.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3026-2,g/dL,0.1,10.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3034-6,%,0.0,100.0
Urate [Mass/volume] in Serum or Plasma between 1.0 and 10.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3084-1,mg/dL,1.0,10.0
Urea [Mass/volume] in Serum or Plasma between 1.0 and 200.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3091-6,mg/dL,1.0,200.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 5.0 and 100.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3094-0,mg/dL,5.0,100.0
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma between 10.0 and 100.0 mg/mg{creat},http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3097-3,mg/mg{creat},10.0,100.0
Reticulocytes/100 erythrocytes in Blood by Manual between 0.01 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,31112-6,%,0.01,100.0
Urate [Mass/volume] in Serum or Plasma between 0.001 and 0.01 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3084-1,g/dL,0.001,0.01
Urate [Mass/volume] in Urine between 0.0 and 100.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3086-6,mg/dL,0.0,100.0
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3097-3,%,0.0,100.0
Body weight Measured between 5.0 and 1000.0 mg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3141-9,mg,5.0,1000.0
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma between 10.0 and 100.0 {ratio},http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3097-3,{ratio},10.0,100.0
Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay between 1.0 and 39.0 [GPL'U],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3181-5,[GPL'U],1.0,39.0
Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay between 1.0 and 98.0 [MPL'U],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3182-3,[MPL'U],1.0,98.0
Albumin/Creatinine [Ratio] in Urine between 1.0 and 1000.0 {ratio},http://loinc.org,urn:oid:2.16.840.1.113883.6.1,32294-1,{ratio},1.0,1000.0
Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay between 1.0 and 3.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3181-5,mmol/L,1.0,3.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3298-7,ug/mL,0.0,1000.0
Anion gap in Serum or Plasma between 4.0 and 41.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33037-3,10*-3.eq/L,4.0,41.0
Transferrin receptor.soluble [Moles/volume] in Serum or Plasma between 11.0 and 1000.0 nmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33210-6,nmol/L,11.0,1000.0
Amiodarone [Mass/volume] in Serum or Plasma between 0.0 and 556.0 ug/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3330-8,ug/mL,0.0,556.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 6.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3298-7,ng/mL,0.0,6.0
Anion gap in Serum or Plasma between 4.0 and 18.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33037-3,mmol/L,4.0,18.0
Amiodarone [Mass/volume] in Serum or Plasma between 1.0 and 6.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3330-8,mg/L,1.0,6.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3298-7,mg/L,0.0,1000.0
Cystatin C [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33863-2,mg/L,0.0,1000.0
Cyclic citrullinated peptide IgG Ab [Units/volume] in Serum or Plasma between 1.0 and 1000.0 [U]/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33935-8,[U]/mL,1.0,1000.0
Procalcitonin [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33959-8,ng/mL,0.0,10.0
Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma between 0.0 and 27.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33762-6,ng/mL,0.0,27.0
Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma between 0.0 and 50.0 ng/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,33762-6,ng/dL,0.0,50.0
INR in Blood by Coagulation assay between 0.0 and 30.0 mo,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,34714-6,mo,0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 '',http://loinc.org,urn:oid:2.16.840.1.113883.6.1,34714-6,'',0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 y,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,34714-6,y,0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,34714-6,L,0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 wk,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,34714-6,wk,0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 [U],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,34714-6,[U],0.0,30.0
Insulin [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 10*-6.[U]/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3695-4,10*-6.[U]/mL,0.0,1000.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 150.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3719-2,10*-3.eq/L,0.0,150.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 ug/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3719-2,ug/mL,0.0,3.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3719-2,mmol/L,0.0,1000.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 13.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38230-9,10*-3.eq/L,1.0,13.0
Creatinine [Mass/volume] in Blood between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38483-4,mg/dL,0.1,5.0
Immature granulocytes/100 leukocytes in Blood between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38518-7,%,0.0,100.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 7.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38230-9,mg/dL,1.0,7.0
Calcium.ionized [Mass/volume] in Blood between 1.0 and 3.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38230-9,mmol/L,1.0,3.0
Calcium.ionized [Mass/volume] in Blood between 870.0 and 1500.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38230-9,umol/L,870.0,1500.0
Body mass index (BMI) [Ratio] between 16.0 and 100.0 kg/m2,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,39156-5,kg/m2,16.0,100.0
Phenytoin [Mass/volume] in Serum or Plasma between 0.0 and 40.0 ug/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3968-5,ug/mL,0.0,40.0
Phenytoin [Mass/volume] in Serum or Plasma between 0.0 and 40.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3968-5,mg/L,0.0,40.0
Valproate [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4086-5,ug/mL,0.0,1000.0
Valproate [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4086-5,mg/L,0.0,1000.0
Anion gap in Blood between 4.0 and 41.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,41276-7,10*-3.eq/L,4.0,41.0
Anion gap in Blood between 1.0 and 25.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,41276-7,mmol/L,1.0,25.0
Anion gap in Blood between 2.2 and 19.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,41276-7,g/dL,2.2,19.0
Hemoglobin A1c [Mass/volume] in Blood between 1.0 and 20.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,41995-2,g/dL,1.0,20.0
Protein.monoclonal/Protein.total in Urine by Electrophoresis between 0.0 and 15.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,42483-8,%,0.0,15.0
Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection between 0.0 and 4000.0 [iU]/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,42595-9,[iU]/mL,0.0,4000.0
Hemoglobin A1c [Mass/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,41995-2,%,0.0,100.0
Urea nitrogen/Creatinine [Mass Ratio] in Blood between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,44734-2,%,0.0,100.0
Complement C3 [Mass/volume] in Serum or Plasma between 30.0 and 1000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4485-9,mg/dL,30.0,1000.0
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 1000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4498-2,mg/dL,15.0,1000.0
Erythrocyte sedimentation rate by Westergren method between 0.0 and 100.0 mm/h,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4537-7,mm/h,0.0,100.0
Erythrocyte sedimentation rate by Wintrobe method between 0.0 and 100.0 mm/h,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4538-5,mm/h,0.0,100.0
Hematocrit [Volume Fraction] of Blood by Automated count between 0.0 and 47.0 L/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4544-3,L/L,0.0,47.0
Hemoglobin A1/Hemoglobin.total in Blood between 1.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4547-6,%,1.0,100.0
Hemoglobin A1c/Hemoglobin.total in Blood between 0.0 and 1000.0 mmol/mol,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4548-4,mmol/mol,0.0,1000.0
Complement C3 [Mass/volume] in Serum or Plasma between 560.0 and 2000.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4485-9,mg/L,560.0,2000.0
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 601.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4498-2,mg/L,15.0,601.0
Erythrocyte sedimentation rate by Westergren method between 2.0 and 59.0 mm,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4537-7,mm,2.0,59.0
Erythrocyte sedimentation rate by Wintrobe method between 0.0 and 100.0 mm,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4538-5,mm,0.0,100.0
Hemoglobin A1c/Hemoglobin.total in Blood between 4.0 and 15.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4548-4,%,4.0,15.0
Complement C3 [Mass/volume] in Serum or Plasma between 1.0 and 4.0 g/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4485-9,g/L,1.0,4.0
Complement C4 [Mass/volume] in Serum or Plasma between 1.0 and 2.0 g/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,4498-2,g/L,1.0,2.0
Haptoglobin [Mass/volume] in Serum or Plasma by Nephelometry between 0.01 and 500.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,46127-7,mg/dL,0.01,500.0
Haptoglobin [Mass/volume] in Serum or Plasma by Nephelometry between 0.0 and 360.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,46127-7,g/dL,0.0,360.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 m",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,48642-3,m,10.0,150.0
Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma between 1.0 and 53.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,49136-5,%,1.0,53.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 [in_us]",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,48642-3,[in_us],10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 6.0 and 240.0 mL/min",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,48643-1,mL/min,6.0,240.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 mL/min/1.73.m2",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,48642-3,mL/min/1.73.m2,10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 [U]",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,48643-1,[U],10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 5.0 and 200.0 mL/min",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,48642-3,mL/min,5.0,200.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 mL",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,48642-3,mL,10.0,150.0
DNA double strand Ab [Units/volume] in Serum between 0.0 and 1000.0 [iU]/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5130-0,[iU]/mL,0.0,1000.0
Immature granulocytes [#/volume] in Blood between 0.0 and 1.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,51584-1,10*3/mm3,0.0,1.0
"t(9;22)(q34.1;q11)(ABL1,BCR) b3a2 fusion transcript/control transcript [# Ratio] in Blood or Tissue by Molecular genetics method between 0.0 and 100.0 %",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,52131-0,%,0.0,100.0
Immature granulocytes [#/volume] in Blood between 0.0 and 1.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,51584-1,10*3/uL,0.0,1.0
Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma between 0.0 and 150000.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,53962-7,ng/mL,0.0,150000.0
Thyrotropin receptor Ab [Units/volume] in Serum between 0.0 and 345.0 [U]/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5385-0,[U]/L,0.0,345.0
Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma between 2.0 and 100.0 ug/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,53962-7,ug/L,2.0,100.0
Thyrotropin receptor Ab [Units/volume] in Serum between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5385-0,%,0.0,100.0
Hemoglobin A1c in Blood between 0.0 and 200.0 [lb_us],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,55454-3,[lb_us],0.0,200.0
Hemoglobin A1c in Blood between 0.0 and 10.0 pg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,55454-3,pg,0.0,10.0
Hemoglobin A1c in Blood between 0.0 and 5.0 L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,55454-3,L,0.0,5.0
Prothrombin time (PT) between 3.0 and 170.0 s,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5902-2,s,3.0,170.0
Urea nitrogen [Moles/volume] in Blood between 5.0 and 100.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,59570-2,mg/dL,5.0,100.0
Prothrombin time (PT) in Blood by Coagulation assay between 3.0 and 170.0 '',http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5964-2,'',3.0,170.0
Prothrombin time (PT) between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5902-2,%,0.0,100.0
Prothrombin time (PT) in Blood by Coagulation assay between 3.0 and 170.0 s,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5964-2,s,3.0,170.0
Creatinine [Moles/volume] in Blood between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,59826-8,mg/dL,0.1,5.0
Aspergillus fumigatus IgE Ab [Units/volume] in Serum between 1.0 and 16.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6025-1,10*3/uL,1.0,16.0
Bermuda grass IgE Ab [Units/volume] in Serum between 1.0 and 12.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6041-8,10*3/uL,1.0,12.0
Creatinine [Moles/volume] in Blood between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,59826-8,umol/L,10.0,200.0
Common Ragweed IgE Ab [Units/volume] in Serum between 1.0 and 42.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6085-5,10*3/uL,1.0,42.0
American house dust mite IgE Ab [Units/volume] in Serum between 1.0 and 88.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6095-4,10*3/uL,1.0,88.0
Nitrous oxide [VFr/PPres] Gas delivery system between 0.0 and 50.0 L/min,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,60860-4,L/min,0.0,50.0
Cancer Ag 125 [Units/volume] in Serum or Plasma between 1.0 and 628.0 10*3.[U]/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,10334-1,10*3.[U]/L,1.0,628.0
Albumin [Mass/volume] in Urine between 0.0 and 1000.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1754-1,g/dL,0.0,1000.0
Prostate specific Ag [Units/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,19195-7,ng/mL,0.0,10.0
Beta-2-Microglobulin [Mass/volume] in Urine between 0.0 and 548.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1953-9,mg/L,0.0,548.0
Bicarbonate [Moles/volume] in Serum or Plasma between 18.0 and 47.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1963-8,10*-3.eq/L,18.0,47.0
Cholecalciferol (Vit D3) [Mass/volume] in Serum or Plasma between 5.0 and 200.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1990-1,ng/mL,5.0,200.0
Bilirubin.direct [Mass/volume] in Serum or Plasma between 1.0 and 440.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1968-7,umol/L,1.0,440.0
FEV1 between 0.0 and 1000.0 mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,20150-9,mL,0.0,1000.0
Creatinine [Mass/volume] in Urine between 300.0 and 3000.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2161-8,mg/L,300.0,3000.0
Magnesium [Moles/volume] in Serum or Plasma between 0.0 and 3.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2601-3,10*-3.eq/L,0.0,3.0
Erythrocytes [#/volume] in Blood between 0.0 and 6.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,26453-1,g/dL,0.0,6.0
Progesterone [Mass/volume] in Serum or Plasma between 0.0 and 10.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2839-9,ng/mL,0.0,10.0
Prolactin [Mass/volume] in Serum or Plasma between 1.0 and 1000.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2842-3,ng/mL,1.0,1000.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.001 and 100.0 10*-3.[U]/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3016-3,10*-3.[U]/L,0.001,100.0
Basophils/100 leukocytes in Blood between 0.01 and 2.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30180-4,%,0.01,2.0
Lipase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 120.0 [U]/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3040-3,[U]/L,0.01,120.0
Hemoglobin A1c in Blood between 0.0 and 12.0 [in_us],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,55454-3,[in_us],0.0,12.0
C reactive protein [Mass/volume] in Serum or Plasma between 0.0 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1988-5,mg/dL,0.0,5.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 100.0 and 6000.0 ug/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1952-1,ug/L,100.0,6000.0
Chloride [Moles/volume] in Serum or Plasma between 49.0 and 1000.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2075-0,10*-3.eq/L,49.0,1000.0
Chloride [Moles/volume] in Serum or Plasma between 2.0 and 37.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2075-0,g/dL,2.0,37.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,20570-8,mg/dL,0.0,50.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 20.0 mm,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,20570-8,mm,0.0,20.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 40.0 L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,20570-8,L,0.0,40.0
Creatinine renal clearance in 24 hour between 1.0 and 4.0 mL/s,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2164-2,mL/s,1.0,4.0
Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma between 5.0 and 346.0 nmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2132-9,nmol/L,5.0,346.0
Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma between 5.0 and 600.0 pmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2132-9,pmol/L,5.0,600.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 3.0 and 1000.0 [U]/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2157-6,[U]/L,3.0,1000.0
